hpo_id	hpo_strings	pt_code	pt_name	method	n_candidates	candidate_pt_codes	candidate_pt_names
HP:0003581	Adult onset|Onset in adulthood|Onset in early adulthood|Symptoms begin in adulthood			no_match	0		
HP:0004308	Ventricular arrhythmia|Ventricular arrhythmias			no_match	0		
HP:0004751	Paroxysmal ventricular tachycardia|Episodes of ventricular tachycardia			no_match	0		
HP:0004755	Supraventricular tachycardia|Supraventricular tachyarrhythmia|SVT			no_match	0		
HP:0005135	Abnormal T-wave|EKG: T-wave abnormalities|T-wave abnormalities			no_match	0		
HP:0005184	Prolonged QTc interval			no_match	0		
HP:0010741	Pedal edema|Dependant edema|Dependant oedema|Edema of the lower limbs|Fluid accumulation in lower limbs|Leg edema|Leg oedema|Lower leg swelling|Oedema of the lower limbs|Pedal oedema|Peripheral edema of lower extremity|Peripheral oedema of lower extremity			no_match	0		
HP:0011704	Sick sinus syndrome|Sinoatrial node disease			no_match	0		
HP:0011705	First degree atrioventricular block			no_match	0		
HP:0011712	Complete right bundle branch block|Right bundle branch block|Right bundle-branch block			no_match	0		
HP:0011715	Trifascicular block			no_match	0		
HP:0012251	ST segment elevation			no_match	0		
HP:0012332	Abnormal autonomic nervous system physiology|Autonomic dysfunction|Autonomic dysregulation|Dysautonomia			no_match	0		
HP:0012533	Allodynia			no_match	0		
HP:0012534	Dysesthesia|Dysaesthesia|Dysesthesias|Hyperalgesia|Hyperpathia			no_match	0		
HP:0032147	Erythromelalgia			no_match	0		
HP:0200101	Decreased/absent ankle reflexes|Decreased or absent ankle reflexes			no_match	0		
HP:0500018	Abnormal cardiac exercise stress test|Abnormal cardiac exercise test|Abnormal exercise test|Abnormal treadmill test			no_match	0		
HP:0001058	Poor wound healing			no_match	0		
HP:0001270	Motor delay|Delay in development of motor milestones|Delay in motor development|Delayed development of motor milestones|Delayed early motor milestones|Delayed motor development|Delayed motor milestones|Locomotor delay|Motor developmental delay|Motor developmental milestones not achieved|Motor retardation|No development of motor milestones|Retarded motor development|Slow development of motor milestones			no_match	0		
HP:0003577	Congenital onset|Onset at birth|Symptoms present at birth			no_match	0		
HP:0007021	Pain insensitivity|Absence of pain sensation			no_match	0		
HP:0012531	Pain			no_match	0		
HP:0000154	Wide mouth|Broad mouth|Large mouth|Large oral aperture|Macrostomia			no_match	0		
HP:0000160	Narrow mouth|Microstomia|Small mouth|Small oral aperture			no_match	0		
HP:0000179	Thick lower lip vermilion|Full lower lip|Full lower lip vermilion|Increased height of lower lip vermilion|Increased volume of lower lip|Increased volume of lower lip vermilion|Plump lower lip|Prominent lower lip|Prominent lower lip vermilion|Thick lower lip|Thick red part of the lower lip|Thick vermilion border of lower lip			no_match	0		
HP:0000219	Thin upper lip vermilion|Decreased height of upper lip vermilion|Decreased volume of upper lip|Decreased volume of upper lip vermilion|Thin red part of the upper lip|Thin upper lip|Thin upper lips|Thin vermilion border of upper lip			no_match	0		
HP:0000252	Microcephaly|Abnormally small cranium|Abnormally small head|Abnormally small skull|Decreased circumference of cranium|Decreased size of cranium|Decreased size of head|Decreased size of skull|Reduced head circumference|small calvarium|small cranium|Small head|Small head circumference|Small skull			no_match	0		
HP:0000289	Broad philtrum|Increased breadth of philtrum|Increased horizontal dimension of philtrum|Increased transverse dimension of philtrum|Increased width of philtrum|Wide philtrum			no_match	0		
HP:0000316	Hypertelorism|Excessive orbital separation|Increased distance between eye sockets|Increased distance between eyes|Increased interpupillary distance|Ocular hypertelorism|Wide-set eyes|Widely spaced eyes|Widened interpupillary distance			no_match	0		
HP:0000343	Long philtrum|Elongated philtrum|Increased height of philtrum|Increased length of philtrum|Increased vertical dimension of philtrum|Vertical hyperplasia of philtrum			no_match	0		
HP:0000348	High forehead|Tall forehead			no_match	0		
HP:0000360	Tinnitus|Ringing in ears|Ringing in the ears			no_match	0		
HP:0000431	Wide nasal bridge|Broad flat nasal bridge|Broad nasal bridge|Broad nasal root|Broadened nasal bridge|Increased breadth of bridge of nose|Increased breadth of nasal bridge|Increased width of bridge of nose|Increased width of nasal bridge|Nasal bridge broad|Nasal bridge, wide|Wide bridge of nose|Widened nasal bridge			no_match	0		
HP:0000463	Anteverted nares|Anteverted nose|Anteverted nostrils|Nasal tip, upturned|Nostrils anteverted|Upturned nares|Upturned nasal tip|Upturned nasal tips|Upturned nose|Upturned nostrils			no_match	0		
HP:0000466	Limited neck range of motion|Limited cervical range of motion			no_match	0		
HP:0000494	Downslanted palpebral fissures|Antimongoloid eye slant|Antimongoloid slant of palpebral fissures|Antimongoloid slanted palpebral fissures|Down slanting palpebral fissures|Down-slanted palpebral fissures|Down-slanting palpebral fissure|Down-slanting palpebral fissures|Downslanting palpebral fissure|Downslanting palpebral fissures|Downward slanted palpebral fissures|Downward slanting of the opening between the eyelids|Downward slanting palpebral fissures|Downward-slanting palpebral fissures|Palpebral fissures down-slanted			no_match	0		
HP:0000504	Abnormality of vision|Abnormality of sight|Vision issue			no_match	0		
HP:0000546	Retinal degeneration|Retina degeneration			no_match	0		
HP:0000568	Microphthalmia|Abnormally small eyeball|Abnormally small globe of eye|Decreased size of eyeball|Decreased size of globe of eye|Microphthalmos|Nanophthalmos			no_match	0		
HP:0000575	Scotoma|Blind spot			no_match	0		
HP:0000668	Hypodontia|Failure of development of between one and six teeth|Missing between one and six teeth			no_match	0		
HP:0000709	Psychosis			no_match	0		
HP:0000717	Autism			no_match	0		
HP:0000718	Aggressive behavior|Aggression|Aggressiveness|physical aggression			no_match	0		
HP:0000729	Autistic behavior|ASD|Autism spectrum disorder|Autism spectrum disorders|Autistic behaviors|Autistic behaviour|Autistic behaviours|Pervasive developmental disorder			no_match	0		
HP:0000733	Motor stereotypy|Abnormal repetitive mannerism|Repetitive behavior|repetitive behaviour|Repetitive behaviour Stereotypic behaviour|Repetitive movements|Repetitive, stereotypic behavior|Stereotyped|Stereotyped behavior|Stereotyped behaviors|Stereotyped behaviour|Stereotyped behaviours|Stereotypic behaviour|Stereotypic behaviours|Stereotypical motor behavior|Stereotypical motor behaviors|Stereotypical motor behaviour|Stereotypical motor behaviours|Stimming			no_match	0		
HP:0000736	Short attention span|Easily distracted|Easy distractibility|High distractibility|Poor attention span|Problem paying attention			no_match	0		
HP:0000739	Anxiety|Anxiety disease|Anxiousness|Excessive, persistent worry and fear			no_match	0		
HP:0000741	Apathy|Lack of feeling, emotion, interest|Lack of feeling, emotion, interest, motivation, initiation|State of indifference			no_match	0		
HP:0000750	Delayed speech and language development|Deficiency of speech development|Delayed language development|Delayed speech|Delayed speech acquisition|Delayed speech development|Impaired speech and language development|Impaired speech development|Language delay|Language delayed|Language development deficit|Late-onset speech development|Poor language development|Poor speech acquisition|Poor speech development|Speech and language delay|Speech and language difficulties|Speech delay|Speech difficulties			no_match	0		
HP:0000752	Hyperactivity|Hyperactive behavior|Hyperactive behaviour|Hyperkinetic disorder|More active than typical			no_match	0		
HP:0000826	Precocious puberty|Early onset of puberty|Early puberty			no_match	0		
HP:0000980	Pallor|Paleness|Skin paleness			no_match	0		
HP:0001159	Syndactyly|Webbed fingers or toes			no_match	0		
HP:0001249	Intellectual disability|Dull intelligence|Low intelligence|Mental deficiency|Mental retardation|Mental retardation, nonspecific|Mental-retardation|Nonprogressive intellectual disability|Nonprogressive mental retardation|Poor school performance			no_match	0		
HP:0001252	Hypotonia|Central hypotonia|Low muscle tone|Low or weak muscle tone|Muscle hypotonia|Muscular hypotonia|Peripheral hypotonia			no_match	0		
HP:0001257	Spasticity|Involuntary muscle stiffness, contraction, or spasm|Muscle spasticity|Muscular spasticity			no_match	0		
HP:0001259	Coma|Persistent vegetative state|Stupor|Trance|Unconsciousness			no_match	0		
HP:0001263	Global developmental delay|Cognitive delay|Delayed cognitive development|Delayed development|Delayed developmental milestones|Delayed intellectual development|Delayed milestones|Delayed psychomotor development|Developmental delay|Developmental delay in early childhood|Developmental delay, global|Developmental retardation|GDD|Lack of psychomotor development|Mental and motor retardation|Motor and developmental delay|Motormental retardation|Psychomotor delay|Psychomotor development deficiency|Psychomotor development failure|Psychomotor developmental delay|Retarded development|Retarded mental development|Retarded psychomotor development			no_match	0		
HP:0001266	Choreoathetosis|Choreoathetoid movements			no_match	0		
HP:0001268	Mental deterioration|Cognitive decline|Cognitive decline, progressive|Intellectual deterioration|Progressive cognitive decline			no_match	0		
HP:0001272	Cerebellar atrophy|Atrophic cerebellum|Degeneration of cerebellum|Infratentorial atrophy			no_match	0		
HP:0001273	Abnormal corpus callosum morphology|Abnormal corpus callosum|Abnormality of the corpus callosum|Corpus callosum abnormality			no_match	0		
HP:0001276	Hypertonia|Hypertonicity|Increased muscle tone|Muscle hypertonia|Spasticity and rigidity of muscles			no_match	0		
HP:0001290	Generalized hypotonia|Generalised decreased muscle tone|Generalised hypotonia|Generalised muscular hypotonia|Generalized decreased muscle tone|Generalized muscular hypotonia|Hypotonia, generalised|Hypotonia, generalized			no_match	0		
HP:0001298	Encephalopathy			no_match	0		
HP:0001300	Parkinsonism|Parkinsonian disease			no_match	0		
HP:0001308	Tongue fasciculations|Lingual fasciculations|Lingual fibrillations|Lingual twitching|Tongue fasciculation|Tongue fasciculations/fibrillations|Tongue twitching|Twitching of the tongue			no_match	0		
HP:0001326	EEG with irregular generalized spike and wave complexes|EEG with irregular generalised spike and wave complexes			no_match	0		
HP:0001327	Photosensitive myoclonic seizure|Photically induced myoclonic seizure|Photomyoclonic seizure|Photomyoclonic seizures			no_match	0		
HP:0001332	Dystonia|Dystonic disease|Dystonic movements			no_match	0		
HP:0001336	Myoclonus|Involuntary jerking movements|Jerking|Myoclonic jerks			no_match	0		
HP:0001337	Tremor|Tremors			no_match	0		
HP:0001344	Absent speech|Absent speech development|Lack of language development|Lack of speech|No speech development|No speech or language development|Nonverbal			no_match	0		
HP:0001348	Brisk reflexes|Brisk deep tendon reflexes			no_match	0		
HP:0001508	Failure to thrive|Faltering weight|FTT|Poor weight gain|Postnatal failure to thrive|Undergrowth|Weight faltering			no_match	0		
HP:0001558	Decreased fetal movement|Decreased fetal activity|Decreased fetal movements|Decreased foetal activity|Decreased foetal movement|Decreased foetal movements|Decreased movement in utero|Dminished fetal movement|Dminished foetal movement|Fetal hypokinesia|Foetal hypokinesia|Less than 10 fetal movements in 12 hours|Less than 10 foetal movements in 12 hours|Reduced fetal movement|Reduced fetal movements|Reduced foetal movement|Reduced foetal movements			no_match	0		
HP:0001763	Pes planus|Dropped arches|Fallen arches|Flat feet|Flat foot			no_match	0		
HP:0001999	Abnormal facial shape|Abnormal morphology of the face|Deformity of face|Distinctive facies|Distortion of face|Dysmorphic facial features|Dysmorphic facies|Facial dysmorphism|Funny looking face|Malformation of face|Unusual facial appearance|Unusual facies			no_match	0		
HP:0002020	Gastroesophageal reflux|Acid reflux|Acid reflux disease|Gastro-esophageal reflux|Gastro-oesophageal reflux|Gastroesophageal reflux disease|GERD|GORD|Heartburn			no_match	0		
HP:0002059	Cerebral atrophy|Degeneration of cerebrum|Supratentorial atrophy			no_match	0		
HP:0002063	Rigidity|Muscle rigidity			no_match	0		
HP:0002067	Bradykinesia|Slow movements|Slowness of movements			no_match	0		
HP:0002069	Bilateral tonic-clonic seizure|Bilateral convulsive seizures|Generalised convulsion|Generalised tonic-clonic seizure (without specification of onset)|Generalized convulsion|Generalized tonic-clonic seizure (without specification of onset)|Grand mal|Grand mal seizures|Seizures, tonic-clonic|Tonic-clonic convulsion|Tonic-clonic convulsions			no_match	0		
HP:0002072	Chorea|Choreatic disease|Choreic movements|Choreiform movements			no_match	0		
HP:0002077	Migraine with aura			no_match	0		
HP:0002121	Generalized non-motor (absence) seizure|Absence seizure|Absence seizures|Brief seizures with staring spells|Generalised non-motor (absence) seizure|Generalised non-motor seizure|Petit mal|Petit mal seizure|Petit mal seizures			no_match	0		
HP:0002123	Generalized myoclonic seizure|Generalised epileptic myoclonus|Generalised myoclonic seizure|Generalised myoclonic seizures|Generalized epileptic myoclonus|Generalized myoclonic seizures|Myoclonic epilepsy, progressive|Myoclonus seizures			no_match	0		
HP:0002133	Status epilepticus|Prolonged seizure|Repeated seizure without recovery|Repeated seizures without recovery between them			no_match	0		
HP:0002172	Postural instability|Abnormal retropulsion test|Balance impairment|Imbalance			no_match	0		
HP:0002181	Cerebral edema|Brain edema|Brain oedema|Brain swelling|Cerebral oedema|Swelling of brain			no_match	0		
HP:0002183	Phonophobia|Fear of loud sounds			no_match	0		
HP:0002197	Generalized-onset seizure|Generalised onset seizure|Generalised seizures|Generalised-onset seizure|Generalized onset seizure|Generalized seizures|Generalized-onset seizures|Primary generalised seizure|Primary generalized seizure			no_match	0		
HP:0002283	Global brain atrophy|Diffuse brain atrophy|Generalised brain atrophy|Generalised brain degeneration|Generalised cerebral atrophy|Generalized brain atrophy|Generalized brain degeneration|Generalized cerebral atrophy			no_match	0		
HP:0002292	Frontal balding|Male pattern baldness			no_match	0		
HP:0002301	Hemiplegia|Paralysis on one side of body			no_match	0		
HP:0002307	Drooling|Dribbling|Sialorrhea			no_match	0		
HP:0002311	Incoordination|Difficulties in coordination|Incoordination of limb movements|Limb incoordination|Poor coordination|Poor motor coordination			no_match	0		
HP:0002317	Unsteady gait|Gait instability|Unsteady walk	Ataxia	Ataxia	unique_auto_match	1	Ataxia	Ataxia
HP:0002332	Lack of peer relationships			no_match	0		
HP:0002345	Action tremor|Ataxic tremor			no_match	0		
HP:0002349	Focal aware seizure|Focal aware seizures|Focal seizure with retained awareness|Focal seizure without impairment of awareness|Focal seizure without impairment of consciousness or awareness|Focal seizures without impairment of consciousness or awareness|Partial seizure with retained awareness|Partial seizure without impairment of awareness|Simple partial seizure|Simple partial seizures			no_match	0		
HP:0002353	EEG abnormality|Abnormal EEG|Abnormal electroencephalogram|EEG abnormalities|Electroencephalogram abnormal|Electroencephalogram abnormalities			no_match	0		
HP:0002363	Abnormal brainstem morphology|Abnormal shape of brainstem|Abnormality of brainstem morphology|Abnormality of the brainstem			no_match	0		
HP:0002373	Febrile seizure (within the age range of 3 months to 6 years)|Febrile convulsion|Febrile seizures|Fever induced seizures|Seizures, febrile, in early childhood|Seizures, generalized, associated with fever			no_match	0		
HP:0002381	Aphasia|Difficulty finding words|Losing words|Loss of words			no_match	0		
HP:0002384	Focal impaired awareness seizure|Complex focal seizures|Complex partial seizure|Complex partial seizures|Dyscognitive seizures|Focal dyscognitive seizure|Focal impaired awareness seizures|Focal seizure with impairment of awareness|Focal seizure with loss of awareness|Focal seizures with impairment of consciousness or awareness|Localised dyscognitive seizure|Localised seizure with impaired awareness|Localised seizure with loss of awareness|Localized dyscognitive seizure|Localized seizure with impaired awareness|Localized seizure with loss of awareness|Partial dyscognitive seizure|Partial seizure with impairment of awareness|Partial seizure with loss of awareness			no_match	0		
HP:0002392	EEG with polyspike wave complexes|EEG: spike and multispike waves, 3-4 hz			no_match	0		
HP:0002396	Cogwheel rigidity			no_match	0		
HP:0002421	Poor head control|Delay in head control|Delay in head righting|Infant head lag			no_match	0		
HP:0002463	Language impairment|Language disorder			no_match	0		
HP:0002487	Hyperkinetic movements|Hyperactive movements|Hyperkinesia|Hyperkinesis			no_match	0		
HP:0002509	Limb hypertonia|Appendicular hypertonia|Increased muscle tone of arm or leg			no_match	0		
HP:0002521	Hypsarrhythmia|Hypsarrhythmia by EEG			no_match	0		
HP:0002527	Falls			no_match	0		
HP:0002539	Cortical dysplasia|Neocortical dysplasia			no_match	0		
HP:0002540	Inability to walk|Non-ambulatory			no_match	0		
HP:0002650	Scoliosis|Cobb angle greater than ten degrees			no_match	0		
HP:0002922	Increased CSF protein concentration|Cerebrospinal fluid protein increased|Cerebrospinal fluid with increased protein|Elevated cerebrospinal fluid protein|Elevated csf protein|Hyperproteinorrhachia|Increased CSF protein|Increased protein in csf|Spinal fluid protein elevated			no_match	0		
HP:0003066	Limited knee extension|Limited knee straightening			no_match	0		
HP:0003392	First dorsal interossei muscle weakness			no_match	0		
HP:0003828	Variable expressivity|Highly variable severity|Variable severity			no_match	0		
HP:0004302	Functional motor deficit|Functional motor problems			no_match	0		
HP:0004305	Involuntary movements|Involuntary muscle contractions			no_match	0		
HP:0004322	Short stature|Decreased body height|Height less than 3rd percentile|Small stature|Stature below 3rd percentile			no_match	0		
HP:0004684	Talipes valgus			no_match	0		
HP:0005484	Secondary microcephaly|Acquired microcephaly|Deceleration of head growth|Development of small head that was not present at birth|Microcephaly, acquired|Microcephaly, postnatal|Postnatal deceleration of head circumference|Postnatal microcephaly			no_match	0		
HP:0006813	Focal hemiclonic seizure|Hemiclonic seizure|Hemiclonic seizures|Unilateral clonic seizure|Unilateral clonic seizures			no_match	0		
HP:0007010	Poor fine motor coordination|Fine motor disability|Fine motor impairment|Fine motor skill dysfunction|Impaired fine motor skills			no_match	0		
HP:0007018	Attention deficit hyperactivity disorder|ADHD|Attention deficit|Attention deficit disorder|Attention deficit-hyperactivity disorder|Attention deficits|Childhood attention deficit/hyperactivity disorder			no_match	0		
HP:0007058	Generalized cerebral atrophy/hypoplasia|Generalised cerebral atrophy/hypoplasia|Generalised cerebral degeneration/underdevelopment|Generalized cerebral degeneration/underdevelopment			no_match	0		
HP:0007207	Photosensitive tonic-clonic seizure|Photically induced tonic-clonic seizure|Photosensitive tonic-clonic seizures|Seizures, tonic-clonic, photosensitive			no_match	0		
HP:0007209	Facial paralysis|Facial paresis			no_match	0		
HP:0007240	Progressive gait ataxia|Gait ataxia, progressive			no_match	0		
HP:0007270	Atypical absence seizure|Atypical absence|Atypical absence seizures|Atypical petit mal seizures			no_match	0		
HP:0007334	Bilateral tonic-clonic seizure with focal onset|Focal seizure with secondary generalisation|Focal seizure with secondary generalization|Focal to bilateral tonic-clonic seizure|Generalised tonic-clonic seizure with focal onset|Generalised tonic-clonic seizure with partial onset|Generalised tonic-clonic seizures with focal onset|Generalized tonic-clonic seizure with focal onset|Generalized tonic-clonic seizure with partial onset|Generalized tonic-clonic seizures with focal onset|Partial seizure with secondary generalisation|Partial seizure with secondary generalization|Partial seizures with secondary generalisation|Partial seizures with secondary generalization|Secondarily generalised tonic-clonic seizure|Secondarily generalised tonic-clonic seizures|Secondarily generalized tonic-clonic seizure|Secondarily generalized tonic-clonic seizures|Secondary generalised tonic clonic seizures|Secondary generalised tonic-clonic seizures|Secondary generalized tonic clonic seizures|Secondary generalized tonic-clonic seizures			no_match	0		
HP:0007359	Focal-onset seizure|Focal onset seizure|Focal seizure|Focal seizures|Focal-onset seizures|Partial seizure|Partial seizures|Seizure affecting one half of brain			no_match	0		
HP:0007979	Gaze-evoked horizontal nystagmus|Nystagmus, horizontal gaze-evoked|Nystagmus, horizontal, gaze-evoked			no_match	0		
HP:0008081	Pes valgus|Valgus foot deformity			no_match	0		
HP:0008770	Obsessive-compulsive trait|Obsessive-compulsive traits			no_match	0		
HP:0008936	Axial hypotonia|Low muscle tone in trunk|Muscular hypotonia of the trunk|Truncal hypotonia			no_match	0		
HP:0008947	Floppy infant|Decreased muscle tone in infant|Hypotonia early|Hypotonia in infancy|Hypotonia, early|Infantile hypotonia|Infantile muscular hypotonia			no_match	0		
HP:0008959	Distal upper limb muscle weakness			no_match	0		
HP:0009928	Thick nasal alae|Ala nasi, thick|Thickening of the alae nasi			no_match	0		
HP:0010533	Spasmus nutans			no_match	0		
HP:0010544	Vertical nystagmus			no_match	0		
HP:0010818	Generalized tonic seizure|Generalised hypertonic seizure|Generalised tonic seizure|Generalised tonic seizures|Generalized hypertonic seizure|Generalized tonic seizures|Hypertonic seizures			no_match	0		
HP:0010819	Atonic seizure|Astatic seizure|Astatic seizures|Atonic seizures|Drop attacks|Drop seizures|Hypotonic seizure|Hypotonic seizures|Sudden loss of muscle tone			no_match	0		
HP:0010821	Focal emotional seizure with laughing|Gelastic seizure|Gelastic seizures			no_match	0		
HP:0010829	Impaired temperature sensation|Abnormality of temperature sensation|Impaired thermal sensitivity|Loss of temperature sensation			no_match	0		
HP:0010833	Spontaneous pain sensation			no_match	0		
HP:0010835	Dissociated sensory loss			no_match	0		
HP:0010841	Multifocal epileptiform discharges|Multifocal EEG abnormality			no_match	0		
HP:0010844	EEG with multifocal slow activity			no_match	0		
HP:0010845	EEG with generalized slow activity|EEG with generalised slow activity|EEG: generalised slow activity|EEG: generalized slow activity			no_match	0		
HP:0010849	EEG with spike-wave complexes (>3.5 Hz)|EEG with 3-4-Hz spike waves			no_match	0		
HP:0010850	EEG with spike-wave complexes			no_match	0		
HP:0011097	Epileptic spasm|Epileptic spasms|Salaam convulsion|Salaam convulsions|Salaam seizure|Salaam seizures|West syndrome			no_match	0		
HP:0011150	Myoclonic absence seizure|Myoclonic absence|Myoclonic absences			no_match	0		
HP:0011151	Atypical absence status epilepticus|Obtundation status			no_match	0		
HP:0011153	Focal motor seizure|Focal motor seizures|Localised motor seizure|Localised motor seizures|Localized motor seizure|Localized motor seizures|Partial motor seizure|Partial motor seizures|Segmental motor seizure			no_match	0		
HP:0011157	Focal sensory seizure|Focal sensory seizures|Partial sensory seizure|Sensory aura			no_match	0		
HP:0011169	Generalized clonic seizure|Generalised clonic seizure|Generalised clonic seizures|Generalised onset clonic seizure|Generalised-onset clonic seizure|Generalized clonic seizures|Generalized onset clonic seizure|Generalized-onset clonic seizure			no_match	0		
HP:0011170	Generalized myoclonic-atonic seizure|Generalised myoclonic-atonic seizure|Myoclonic atonic seizures|Myoclonic-astatic seizure			no_match	0		
HP:0011171	Simple febrile seizure|Simple febrile convulsion|Simple febrile seizures|Simple fever fit			no_match	0		
HP:0011172	Complex febrile seizure|Complex febrile convulsion|Complex febrile seizures|Complex fever fit			no_match	0		
HP:0011182	Interictal epileptiform activity|Epileptiform EEG discharges			no_match	0		
HP:0011185	EEG with focal epileptiform discharges|Focal EEG Abnormality			no_match	0		
HP:0011195	EEG with focal sharp slow waves			no_match	0		
HP:0011196	EEG with focal sharp waves			no_match	0		
HP:0011197	EEG with focal spike waves			no_match	0		
HP:0011198	EEG with generalized epileptiform discharges|EEG with generalised epileptiform discharges			no_match	0		
HP:0011199	EEG with generalized sharp slow waves|EEG with generalised sharp slow waves			no_match	0		
HP:0011220	Prominent forehead|Bulging forehead|Prominence of frontal region|Pronounced forehead|Protruding forehead			no_match	0		
HP:0011443	Abnormality of coordination|Coordination issue			no_match	0		
HP:0011462	Young adult onset			no_match	0		
HP:0011468	Facial tics|Cramping of facial muscles|Facial spasms|Involuntary facial muscle spasms|Jerking of facial muscles|Mimic spasms|Muscle spasm of face|Myoclonus of facial muscles|Spasms of facial muscles|Twitching of facial muscles			no_match	0		
HP:0011471	Gastrostomy tube feeding in infancy|PEG-fed in infancy			no_match	0		
HP:0011968	Feeding difficulties|Decreased oral intake|Feeding problems|Poor feeding			no_match	0		
HP:0012044	Seesaw nystagmus			no_match	0		
HP:0012075	Personality disorder			no_match	0		
HP:0012229	CSF pleocytosis|Cerebrospinal fluid pleocytosis|Increased leukocyte count in CSF			no_match	0		
HP:0012444	Brain atrophy|Brain degeneration|Brain wasting			no_match	0		
HP:0012447	Abnormal myelination			no_match	0		
HP:0012448	Delayed myelination			no_match	0		
HP:0012508	Metamorphopsia			no_match	0		
HP:0012547	Abnormal involuntary eye movements			no_match	0		
HP:0012758	Neurodevelopmental delay|NDD			no_match	0		
HP:0012760	Reduced social responsiveness|Impaired social interaction|Impaired social interactions|Impaired social reciprocity|Poor social interactions|Reduced friendship reciprocity|Reduced social reciprocity			no_match	0		
HP:0012847	Epilepsia partialis continua|Epilepsia partialis continua of Kojevnikov|Kojevnikov's epilepsia|Kozhevnikov's epilepsia			no_match	0		
HP:0020216	Visually-induced seizure|Photosensitive seizure			no_match	0		
HP:0025101	Dysgenesis of the hippocampus|Hippocampal dysgenesis			no_match	0		
HP:0025190	Bilateral tonic-clonic seizure with generalized onset|Bilateral tonic-clonic seizure with generalised onset|Generalised tonic-clonic seizure without focal onset|Generalised tonic-clonic seizure without partial onset|Generalised tonic-clonic seizures without focal onset|Generalised-onset tonic-clonic seizure|Generalized tonic-clonic seizure without focal onset|Generalized tonic-clonic seizure without partial onset|Generalized tonic-clonic seizures without focal onset|Generalized-onset tonic-clonic seizure|Primarily generalised tonic-clonic seizures|Primarily generalized tonic-clonic seizures|Primary generalised tonic-clonic seizure|Primary generalised tonic-clonic seizures|Primary generalized tonic-clonic seizure|Primary generalized tonic-clonic seizures			no_match	0		
HP:0025517	Hypoplastic hippocampus|Small hippocampus|Underdeveloped hippocampus			no_match	0		
HP:0030786	Photopsia			no_match	0		
HP:0031179	Nuchal rigidity|Meningism			no_match	0		
HP:0031475	Status epilepticus without prominent motor symptoms|Nonconvulsive status epilepticus			no_match	0		
HP:0031834	Aortopulmonary collateral arteries			no_match	0		
HP:0032044	Decreased vigilance|Decreased alertness			no_match	0		
HP:0032506	Alien limb phenomenon			no_match	0		
HP:0032792	Tonic seizure			no_match	0		
HP:0032794	Myoclonic seizure			no_match	0		
HP:0032900	Focal manual automatism seizure			no_match	0		
HP:0032901	Focal pedal automatism seizure			no_match	0		
HP:0033258	Sudden unexpected death in epilepsy|SUDEP			no_match	0		
HP:0100660	Dyskinesia|Disorder of involuntary muscle movements|Dyskinesias|Dyskinesis			no_match	0		
HP:0100678	Premature skin wrinkling|Wrinkled skin			no_match	0		
HP:0100694	Tibial torsion			no_match	0		
HP:0100702	Arachnoid cyst|Arachnoid cysts|Fluid-filled sac located in membrane surrounding brain or spinal cord			no_match	0		
HP:0100704	Cerebral visual impairment|Cortical blindness|Cortical visual impairment|Cortical/cerebral visual impairment|CVI			no_match	0		
HP:0100710	Impulsivity|Impulsive			no_match	0		
HP:0100851	Abnormal emotional state|Emotional dysregulation|Mood disturbance|Psychological distress			no_match	0		
HP:0200048	Cyanotic episode			no_match	0		
HP:0200134	Epileptic encephalopathy|Convulsive encephalopathy			no_match	0		
HP:0200149	CSF lymphocytic pleiocytosis|CSF lymphocytosis			no_match	0		
HP:0000054	Micropenis|Short penis|Small penis			no_match	0		
HP:0000070	Ureterocele			no_match	0		
HP:0000110	Renal dysplasia|Dysplastic kidneys|Renal adysplasia			no_match	0		
HP:0000175	Cleft palate|Cleft hard and soft palate|Cleft of hard and soft palate|Cleft of palate|Cleft roof of mouth|Cleft secondary palate|Palatoschisis|Uranostaphyloschisis			no_match	0		
HP:0000297	Facial hypotonia|Atony of facial musculature|Decreased facial muscle tone|Hypotonic facies|Low facial muscle tone|Reduced facial muscle tone			no_match	0		
HP:0000340	Sloping forehead|Inclined forehead|Posteriorly sloping forehead|Receding forehead			no_match	0		
HP:0000486	Strabismus|Cross-eyed|Squint|Squint eyes			no_match	0		
HP:0000565	Esotropia|Inward turning cross eyed			no_match	0		
HP:0000577	Exotropia|Outward facing eye ball			no_match	0		
HP:0000657	Oculomotor apraxia|Defective or absent horizontal voluntary eye movements|Ocular motor apraxia			no_match	0		
HP:0000707	Abnormality of the nervous system|Brain and/or spinal cord issue|Neurologic abnormalities|Neurological abnormality			no_match	0		
HP:0000712	Emotional lability|Can't control feelings|Emotional instability|Mood lability			no_match	0		
HP:0000961	Cyanosis|Blue discoloration of the skin			no_match	0		
HP:0001254	Lethargy|Dullness|Inaction|Inactivity|Languor|Slowness|Torpor			no_match	0		
HP:0001302	Pachygyria|Cerebral pachygyria|Fewer and broader ridges in brain|Macrogyria			no_match	0		
HP:0001350	Slurred speech			no_match	0		
HP:0001500	Broad finger|Broad fingers|Wide fingers			no_match	0		
HP:0001537	Umbilical hernia|Umbilical hernias			no_match	0		
HP:0001629	Ventricular septal defect|Hole in heart wall separating two lower heart chambers|Ventricular septal defects|Ventriculoseptal defect|VSD			no_match	0		
HP:0001638	Cardiomyopathy|Disease of the heart muscle			no_match	0		
HP:0001944	Dehydration|Exsiccosis			no_match	0		
